"sex" "age" "period" "region" "outcome" "cases" "pop"
"1157" 1 3 7 10 "Deaths" 8 8965
"1158" 2 3 7 10 "Deaths" 5 7289
"1159" 1 4 7 10 "Deaths" 6 7594
"1160" 2 4 7 10 "Deaths" 5 6673
"1161" 1 5 7 10 "Deaths" 5 6534
"1162" 2 5 7 10 "Deaths" 5 7041
"1163" 1 6 7 10 "Deaths" 7 2671
"1164" 2 6 7 10 "Deaths" 6 4806
"1165" 1 1 8 10 "Deaths" 17 34304
"1166" 2 1 8 10 "Deaths" 16 29956
"1167" 1 2 8 10 "Deaths" 5 11306
"1168" 2 2 8 10 "Deaths" 5 9071
"1169" 1 3 8 10 "Deaths" 5 9466
"1170" 2 3 8 10 "Deaths" 4 7602
"1171" 1 4 8 10 "Deaths" 4 7322
"1172" 2 4 8 10 "Deaths" 4 6368
"1173" 1 5 8 10 "Deaths" 4 6691
"1174" 2 5 8 10 "Deaths" 5 7014
"1175" 1 6 8 10 "Deaths" 4 2850
"1176" 2 6 8 10 "Deaths" 4 5074
"1177" 1 1 9 10 "Deaths" 18 34342
"1178" 2 1 9 10 "Deaths" 16 29929
"1179" 1 2 9 10 "Deaths" 5 11694
"1180" 2 2 9 10 "Deaths" 4 9530
"1181" 1 3 9 10 "Deaths" 6 9857
"1182" 2 3 9 10 "Deaths" 4 7732
"1183" 1 4 9 10 "Deaths" 6 7330
"1184" 2 4 9 10 "Deaths" 9 6315
"1185" 1 5 9 10 "Deaths" 6 6665
"1186" 2 5 9 10 "Deaths" 7 7000
"1187" 1 6 9 10 "Deaths" 7 3082
"1188" 2 6 9 10 "Deaths" 5 5323
"1189" 1 1 10 10 "Deaths" 17 34500
"1190" 2 1 10 10 "Deaths" 16 30214
"1191" 1 2 10 10 "Deaths" 4 11901
"1192" 2 2 10 10 "Deaths" 4 9847
"1193" 1 3 10 10 "Deaths" 6 10334
"1194" 2 3 10 10 "Deaths" 4 8082
"1195" 1 4 10 10 "Deaths" 5 7418
"1196" 2 4 10 10 "Deaths" 6 6428
"1197" 1 5 10 10 "Deaths" 7 6702
"1198" 2 5 10 10 "Deaths" 5 6799
"1199" 1 6 10 10 "Deaths" 5 3294
"1200" 2 6 10 10 "Deaths" 8 5599
"1201" 1 1 1 11 "Deaths" 19 155468
"1202" 2 1 1 11 "Deaths" 17 152254
"1203" 1 2 1 11 "Deaths" 6 33303
"1204" 2 2 1 11 "Deaths" 4 34353
"1205" 1 3 1 11 "Deaths" 10 25979
"1206" 2 3 1 11 "Deaths" 5 27008
"1207" 1 4 1 11 "Deaths" 10 19879
"1208" 2 4 1 11 "Deaths" 6 23438
"1209" 1 5 1 11 "Deaths" 9 11184
"1210" 2 5 1 11 "Deaths" 9 17145
"1211" 1 6 1 11 "Deaths" 5 4466
"1212" 2 6 1 11 "Deaths" 4 8830
"1213" 1 1 2 11 "Deaths" 16 153931
"1214" 2 1 2 11 "Deaths" 16 150418
"1215" 1 2 2 11 "Deaths" 5 34899
"1216" 2 2 2 11 "Deaths" 6 36308
"1217" 1 3 2 11 "Deaths" 9 26300
"1218" 2 3 2 11 "Deaths" 7 27239
"1219" 1 4 2 11 "Deaths" 11 21047
"1220" 2 4 2 11 "Deaths" 7 24411
"1221" 1 5 2 11 "Deaths" 8 11675
"1222" 2 5 2 11 "Deaths" 11 18001
"1223" 1 6 2 11 "Deaths" 4 4963
"1224" 2 6 2 11 "Deaths" 5 9846
"1225" 1 1 3 11 "Deaths" 17 151302
"1226" 2 1 3 11 "Deaths" 17 147491
"1227" 1 2 3 11 "Deaths" 6 35054
"1228" 2 2 3 11 "Deaths" 4 37129
"1229" 1 3 3 11 "Deaths" 6 27229
"1230" 2 3 3 11 "Deaths" 7 28277
"1231" 1 4 3 11 "Deaths" 11 21887
"1232" 2 4 3 11 "Deaths" 15 25116
"1233" 1 5 3 11 "Deaths" 11 12516
"1234" 2 5 3 11 "Deaths" 7 18775
"1235" 1 6 3 11 "Deaths" 8 5360
"1236" 2 6 3 11 "Deaths" 5 10907
"1237" 1 1 4 11 "Deaths" 18 148673
"1238" 2 1 4 11 "Deaths" 21 144564
"1239" 1 2 4 11 "Deaths" 7 35209
"1240" 2 2 4 11 "Deaths" 5 37950
"1241" 1 3 4 11 "Deaths" 12 28158
"1242" 2 3 4 11 "Deaths" 8 29315
"1243" 1 4 4 11 "Deaths" 12 22727
"1244" 2 4 4 11 "Deaths" 10 25821
"1245" 1 5 4 11 "Deaths" 9 13357
"1246" 2 5 4 11 "Deaths" 11 19549
"1247" 1 6 4 11 "Deaths" 5 5757
"1248" 2 6 4 11 "Deaths" 5 11968
"1249" 1 1 5 11 "Deaths" 19 151482
"1250" 2 1 5 11 "Deaths" 17 146976
"1251" 1 2 5 11 "Deaths" 8 37170
"1252" 2 2 5 11 "Deaths" 5 39979
"1253" 1 3 5 11 "Deaths" 8 30438
"1254" 2 3 5 11 "Deaths" 8 31709
"1255" 1 4 5 11 "Deaths" 8 23900
"1256" 2 4 5 11 "Deaths" 12 26879
"1257" 1 5 5 11 "Deaths" 11 14625
"1258" 2 5 5 11 "Deaths" 8 20899
"1259" 1 6 5 11 "Deaths" 7 6223
"1260" 2 6 5 11 "Deaths" 5 13352
"1261" 1 1 6 11 "Deaths" 17 154931
"1262" 2 1 6 11 "Deaths" 16 149612
"1263" 1 2 6 11 "Deaths" 6 38171
"1264" 2 2 6 11 "Deaths" 6 40662
"1265" 1 3 6 11 "Deaths" 6 33384
"1266" 2 3 6 11 "Deaths" 8 34889
"1267" 1 4 6 11 "Deaths" 5 23840
"1268" 2 4 6 11 "Deaths" 8 26872
"1269" 1 5 6 11 "Deaths" 10 15831
"1270" 2 5 6 11 "Deaths" 13 21912
"1271" 1 6 6 11 "Deaths" 5 6447
"1272" 2 6 6 11 "Deaths" 9 14351
"1273" 1 1 7 11 "Deaths" 19 163318
"1274" 2 1 7 11 "Deaths" 18 157275
"1275" 1 2 7 11 "Deaths" 6 40822
"1276" 2 2 7 11 "Deaths" 7 42722
"1277" 1 3 7 11 "Deaths" 9 35178
"1278" 2 3 7 11 "Deaths" 5 37207
"1279" 1 4 7 11 "Deaths" 8 24145
"1280" 2 4 7 11 "Deaths" 9 26926
"1281" 1 5 7 11 "Deaths" 8 16835
"1282" 2 5 7 11 "Deaths" 6 22902
"1283" 1 6 7 11 "Deaths" 7 7040
"1284" 2 6 7 11 "Deaths" 9 15481
"1285" 1 1 8 11 "Deaths" 19 169081
"1286" 2 1 8 11 "Deaths" 18 162405
"1287" 1 2 8 11 "Deaths" 5 43827
"1288" 2 2 8 11 "Deaths" 6 45160
"1289" 1 3 8 11 "Deaths" 8 36348
"1290" 2 3 8 11 "Deaths" 6 39255
"1291" 1 4 8 11 "Deaths" 9 24931
"1292" 2 4 8 11 "Deaths" 9 27563
"1293" 1 5 8 11 "Deaths" 10 17838
"1294" 2 5 8 11 "Deaths" 11 23894
"1295" 1 6 8 11 "Deaths" 8 7695
"1296" 2 6 8 11 "Deaths" 8 16611
"1297" 1 1 9 11 "Deaths" 19 172459
"1298" 2 1 9 11 "Deaths" 18 165815
"1299" 1 2 9 11 "Deaths" 8 47670
"1300" 2 2 9 11 "Deaths" 5 48168
"1301" 1 3 9 11 "Deaths" 9 37181
"1302" 2 3 9 11 "Deaths" 7 40232
"1303" 1 4 9 11 "Deaths" 8 26332
"1304" 2 4 9 11 "Deaths" 8 29225
"1305" 1 5 9 11 "Deaths" 16 18756
"1306" 2 5 9 11 "Deaths" 13 24835
"1307" 1 6 9 11 "Deaths" 9 8453
"1308" 2 6 9 11 "Deaths" 13 17819
"1309" 1 1 10 11 "Deaths" 18 176198
"1310" 2 1 10 11 "Deaths" 17 169317
"1311" 1 2 10 11 "Deaths" 7 50887
"1312" 2 2 10 11 "Deaths" 7 50844
"1313" 1 3 10 11 "Deaths" 9 38304
"1314" 2 3 10 11 "Deaths" 12 41478
"1315" 1 4 10 11 "Deaths" 15 27937
"1316" 2 4 10 11 "Deaths" 13 31116
"1317" 1 5 10 11 "Deaths" 14 19560
"1318" 2 5 10 11 "Deaths" 14 25421
"1319" 1 6 10 11 "Deaths" 6 9155
"1320" 2 6 10 11 "Deaths" 8 19160
"1321" 1 1 1 1 "Incidence" 26 534845
"1322" 2 1 1 1 "Incidence" 30 520849
"1323" 1 2 1 1 "Incidence" 9 112303
"1324" 2 2 1 1 "Incidence" 8 116399
"1325" 1 3 1 1 "Incidence" 16 109323
"1326" 2 3 1 1 "Incidence" 12 114217
"1327" 1 4 1 1 "Incidence" 13 83561
"1328" 2 4 1 1 "Incidence" 16 94425
"1329" 1 5 1 1 "Incidence" 12 36217
"1330" 2 5 1 1 "Incidence" 18 57586
"1331" 1 6 1 1 "Incidence" 6 13048
"1332" 2 6 1 1 "Incidence" 9 31059
"1333" 1 1 2 1 "Incidence" 40 517275
"1334" 2 1 2 1 "Incidence" 30 503240
"1335" 1 2 2 1 "Incidence" 8 114984
"1336" 2 2 2 1 "Incidence" 6 119026
"1337" 1 3 2 1 "Incidence" 20 104530
"1338" 2 3 2 1 "Incidence" 14 110965
"1339" 1 4 2 1 "Incidence" 23 90143
"1340" 2 4 2 1 "Incidence" 21 100521
"1341" 1 5 2 1 "Incidence" 13 38613
"1342" 2 5 2 1 "Incidence" 12 60162
"1343" 1 6 2 1 "Incidence" 5 14062
"1344" 2 6 2 1 "Incidence" 7 33923
"1345" 1 1 3 1 "Incidence" 37 499701
"1346" 2 1 3 1 "Incidence" 28 486473
"1347" 1 2 3 1 "Incidence" 13 116704
"1348" 2 2 3 1 "Incidence" 8 120989
"1349" 1 3 3 1 "Incidence" 17 101600
"1350" 2 3 3 1 "Incidence" 12 108472
"1351" 1 4 3 1 "Incidence" 26 93849
"1352" 2 4 3 1 "Incidence" 13 104618
"1353" 1 5 3 1 "Incidence" 15 43529
"1354" 2 5 3 1 "Incidence" 17 65339
"1355" 1 6 3 1 "Incidence" 8 15240
"1356" 2 6 3 1 "Incidence" 11 36931
"1357" 1 1 4 1 "Incidence" 38 482127
"1358" 2 1 4 1 "Incidence" 23 469706
"1359" 1 2 4 1 "Incidence" 16 118424
"1360" 2 2 4 1 "Incidence" 10 122952
"1361" 1 3 4 1 "Incidence" 15 98670
"1362" 2 3 4 1 "Incidence" 15 105979
"1363" 1 4 4 1 "Incidence" 24 97555
"1364" 2 4 4 1 "Incidence" 22 108715
"1365" 1 5 4 1 "Incidence" 19 48445
"1366" 2 5 4 1 "Incidence" 29 70516
"1367" 1 6 4 1 "Incidence" 8 16418
"1368" 2 6 4 1 "Incidence" 11 39939
"1369" 1 1 5 1 "Incidence" 35 462801
"1370" 2 1 5 1 "Incidence" 29 449618
"1371" 1 2 5 1 "Incidence" 12 121136
"1372" 2 2 5 1 "Incidence" 10 126224
"1373" 1 3 5 1 "Incidence" 24 100816
"1374" 2 3 5 1 "Incidence" 6 108126
"1375" 1 4 5 1 "Incidence" 19 95041
"1376" 2 4 5 1 "Incidence" 20 107005
"1377" 1 5 5 1 "Incidence" 16 54598
"1378" 2 5 5 1 "Incidence" 23 76874
"1379" 1 6 5 1 "Incidence" 7 17745
"1380" 2 6 5 1 "Incidence" 12 42653
"1381" 1 1 6 1 "Incidence" 32 442933
"1382" 2 1 6 1 "Incidence" 21 428418
"1383" 1 2 6 1 "Incidence" 10 124184
"1384" 2 2 6 1 "Incidence" 8 129926
"1385" 1 3 6 1 "Incidence" 15 104644
"1386" 2 3 6 1 "Incidence" 10 111824
"1387" 1 4 6 1 "Incidence" 26 90457
"1388" 2 4 6 1 "Incidence" 24 103359
"1389" 1 5 6 1 "Incidence" 28 61160
"1390" 2 5 6 1 "Incidence" 27 83622
"1391" 1 6 6 1 "Incidence" 9 19115
"1392" 2 6 6 1 "Incidence" 12 45273
"1393" 1 1 7 1 "Incidence" 32 425109
"1394" 2 1 7 1 "Incidence" 31 409666
"1395" 1 2 7 1 "Incidence" 12 127520
"1396" 2 2 7 1 "Incidence" 10 133635
"1397" 1 3 7 1 "Incidence" 14 107951
"1398" 2 3 7 1 "Incidence" 15 115144
"1399" 1 4 7 1 "Incidence" 21 86760
"1400" 2 4 7 1 "Incidence" 18 100299
"1401" 1 5 7 1 "Incidence" 28 66767
"1402" 2 5 7 1 "Incidence" 27 89593
"1403" 1 6 7 1 "Incidence" 8 20977
"1404" 2 6 7 1 "Incidence" 11 48572
"1405" 1 1 8 1 "Incidence" 25 413579
"1406" 2 1 8 1 "Incidence" 22 398258
"1407" 1 2 8 1 "Incidence" 17 131724
"1408" 2 2 8 1 "Incidence" 11 137337
"1409" 1 3 8 1 "Incidence" 17 109675
"1410" 2 3 8 1 "Incidence" 7 117342
"1411" 1 4 8 1 "Incidence" 30 85734
"1412" 2 4 8 1 "Incidence" 23 98988
"1413" 1 5 8 1 "Incidence" 31 69491
"1414" 2 5 8 1 "Incidence" 16 93222
"1415" 1 6 8 1 "Incidence" 8 24300
"1416" 2 6 8 1 "Incidence" 11 53926
"1417" 1 1 9 1 "Incidence" NA 402049
"1418" 2 1 9 1 "Incidence" NA 386850
"1419" 1 2 9 1 "Incidence" NA 135928
"1420" 2 2 9 1 "Incidence" NA 141039
"1421" 1 3 9 1 "Incidence" NA 111399
"1422" 2 3 9 1 "Incidence" NA 119540
"1423" 1 4 9 1 "Incidence" NA 84708
"1424" 2 4 9 1 "Incidence" NA 97677
"1425" 1 5 9 1 "Incidence" NA 72215
"1426" 2 5 9 1 "Incidence" NA 96851
"1427" 1 6 9 1 "Incidence" NA 27623
"1428" 2 6 9 1 "Incidence" NA 59280
"1429" 1 1 10 1 "Incidence" NA 394996
"1430" 2 1 10 1 "Incidence" NA 379424
"1431" 1 2 10 1 "Incidence" NA 137230
"1432" 2 2 10 1 "Incidence" NA 141607
"1433" 1 3 10 1 "Incidence" NA 113865
"1434" 2 3 10 1 "Incidence" NA 122602
"1435" 1 4 10 1 "Incidence" NA 86971
"1436" 2 4 10 1 "Incidence" NA 100078
"1437" 1 5 10 1 "Incidence" NA 71251
"1438" 2 5 10 1 "Incidence" NA 95874
"1439" 1 6 10 1 "Incidence" NA 30945
"1440" 2 6 10 1 "Incidence" NA 64290
"1441" 1 1 1 2 "Incidence" 16 62637
"1442" 2 1 1 2 "Incidence" 18 59668
"1443" 1 2 1 2 "Incidence" 6 13605
"1444" 2 2 1 2 "Incidence" 4 12777
"1445" 1 3 1 2 "Incidence" 8 12739
"1446" 2 3 1 2 "Incidence" 6 12065
"1447" 1 4 1 2 "Incidence" 6 10907
"1448" 2 4 1 2 "Incidence" 5 11866
"1449" 1 5 1 2 "Incidence" 5 5989
"1450" 2 5 1 2 "Incidence" 4 8229
"1451" 1 6 1 2 "Incidence" 4 1998
"1452" 2 6 1 2 "Incidence" 4 4370
"1453" 1 1 2 2 "Incidence" 19 61578
"1454" 2 1 2 2 "Incidence" 18 58882
"1455" 1 2 2 2 "Incidence" 4 14274
"1456" 2 2 2 2 "Incidence" 5 13431
"1457" 1 3 2 2 "Incidence" 8 12252
"1458" 2 3 2 2 "Incidence" 6 11767
"1459" 1 4 2 2 "Incidence" 7 11523
"1460" 2 4 2 2 "Incidence" 5 12245
"1461" 1 5 2 2 "Incidence" 6 6321
"1462" 2 5 2 2 "Incidence" 6 8601
"1463" 1 6 2 2 "Incidence" 4 2163
"1464" 2 6 2 2 "Incidence" 4 4760
"1465" 1 1 3 2 "Incidence" 19 60622
"1466" 2 1 3 2 "Incidence" 19 58352
"1467" 1 2 3 2 "Incidence" 8 14981
"1468" 2 2 3 2 "Incidence" 5 13996
"1469" 1 3 3 2 "Incidence" 4 12192
"1470" 2 3 3 2 "Incidence" 5 11678
"1471" 1 4 3 2 "Incidence" 8 11938
"1472" 2 4 3 2 "Incidence" 4 12389
"1473" 1 5 3 2 "Incidence" 8 6755
"1474" 2 5 3 2 "Incidence" 8 9181
"1475" 1 6 3 2 "Incidence" 4 2360
"1476" 2 6 3 2 "Incidence" 4 5128
"1477" 1 1 4 2 "Incidence" 18 59666
"1478" 2 1 4 2 "Incidence" 19 57822
"1479" 1 2 4 2 "Incidence" 6 15688
"1480" 2 2 4 2 "Incidence" 5 14561
"1481" 1 3 4 2 "Incidence" 5 12132
"1482" 2 3 4 2 "Incidence" 4 11589
"1483" 1 4 4 2 "Incidence" 6 12353
"1484" 2 4 4 2 "Incidence" 8 12533
"1485" 1 5 4 2 "Incidence" 8 7189
"1486" 2 5 4 2 "Incidence" 8 9761
"1487" 1 6 4 2 "Incidence" 5 2557
"1488" 2 6 4 2 "Incidence" 4 5496
"1489" 1 1 5 2 "Incidence" 18 58833
"1490" 2 1 5 2 "Incidence" 21 57043
"1491" 1 2 5 2 "Incidence" 4 16698
"1492" 2 2 5 2 "Incidence" 5 15488
"1493" 1 3 5 2 "Incidence" 4 12929
"1494" 2 3 5 2 "Incidence" 7 12285
"1495" 1 4 5 2 "Incidence" 6 12159
"1496" 2 4 5 2 "Incidence" 8 12290
"1497" 1 5 5 2 "Incidence" 11 7789
"1498" 2 5 5 2 "Incidence" 8 10254
"1499" 1 6 5 2 "Incidence" 5 2796
"1500" 2 6 5 2 "Incidence" 5 5941
"1501" 1 1 6 2 "Incidence" 17 58083
"1502" 2 1 6 2 "Incidence" 18 56193
"1503" 1 2 6 2 "Incidence" 5 17798
"1504" 2 2 6 2 "Incidence" 5 16526
"1505" 1 3 6 2 "Incidence" 4 14025
"1506" 2 3 6 2 "Incidence" 5 13233
"1507" 1 4 6 2 "Incidence" 8 11751
"1508" 2 4 6 2 "Incidence" 7 11914
"1509" 1 5 6 2 "Incidence" 10 8439
"1510" 2 5 6 2 "Incidence" 5 10732
"1511" 1 6 6 2 "Incidence" 5 3044
"1512" 2 6 6 2 "Incidence" 6 6389
"1513" 1 1 7 2 "Incidence" 17 57532
"1514" 2 1 7 2 "Incidence" 18 55522
"1515" 1 2 7 2 "Incidence" 6 18828
"1516" 2 2 7 2 "Incidence" 5 17580
"1517" 1 3 7 2 "Incidence" 5 15016
"1518" 2 3 7 2 "Incidence" 4 14119
"1519" 1 4 7 2 "Incidence" 9 11456
"1520" 2 4 7 2 "Incidence" 4 11639
"1521" 1 5 7 2 "Incidence" 6 9049
"1522" 2 5 7 2 "Incidence" 9 11143
"1523" 1 6 7 2 "Incidence" 4 3329
"1524" 2 6 7 2 "Incidence" 6 6894
"1525" 1 1 8 2 "Incidence" 17 57712
"1526" 2 1 8 2 "Incidence" 18 55438
"1527" 1 2 8 2 "Incidence" 6 19607
"1528" 2 2 8 2 "Incidence" 5 18666
"1529" 1 3 8 2 "Incidence" 6 15736
"1530" 2 3 8 2 "Incidence" 10 14802
"1531" 1 4 8 2 "Incidence" 5 11476
"1532" 2 4 8 2 "Incidence" 5 11646
"1533" 1 5 8 2 "Incidence" 7 9511
"1534" 2 5 8 2 "Incidence" 4 11386
"1535" 1 6 8 2 "Incidence" 7 3687
"1536" 2 6 8 2 "Incidence" 6 7494
"1537" 1 1 9 2 "Incidence" NA 57892
"1538" 2 1 9 2 "Incidence" NA 55354
"1539" 1 2 9 2 "Incidence" NA 20386
"1540" 2 2 9 2 "Incidence" NA 19752
"1541" 1 3 9 2 "Incidence" NA 16456
"1542" 2 3 9 2 "Incidence" NA 15485
"1543" 1 4 9 2 "Incidence" NA 11496
"1544" 2 4 9 2 "Incidence" NA 11653
"1545" 1 5 9 2 "Incidence" NA 9973
"1546" 2 5 9 2 "Incidence" NA 11629
"1547" 1 6 9 2 "Incidence" NA 4045
"1548" 2 6 9 2 "Incidence" NA 8094
"1549" 1 1 10 2 "Incidence" NA 58053
"1550" 2 1 10 2 "Incidence" NA 55396
"1551" 1 2 10 2 "Incidence" NA 20798
"1552" 2 2 10 2 "Incidence" NA 20177
"1553" 1 3 10 2 "Incidence" NA 17160
"1554" 2 3 10 2 "Incidence" NA 16130
"1555" 1 4 10 2 "Incidence" NA 12029
"1556" 2 4 10 2 "Incidence" NA 12253
"1557" 1 5 10 2 "Incidence" NA 9795
"1558" 2 5 10 2 "Incidence" NA 11450
"1559" 1 6 10 2 "Incidence" NA 4420
"1560" 2 6 10 2 "Incidence" NA 8582
"1561" 1 1 1 3 "Incidence" 17 82810
"1562" 2 1 1 3 "Incidence" 23 78847
"1563" 1 2 1 3 "Incidence" 5 18148
"1564" 2 2 1 3 "Incidence" 4 16758
"1565" 1 3 1 3 "Incidence" 9 16795
"1566" 2 3 1 3 "Incidence" 6 15682
"1567" 1 4 1 3 "Incidence" 7 12802
"1568" 2 4 1 3 "Incidence" 7 13320
"1569" 1 5 1 3 "Incidence" 5 6210
"1570" 2 5 1 3 "Incidence" 5 8645
"1571" 1 6 1 3 "Incidence" 7 2158
"1572" 2 6 1 3 "Incidence" 4 4536
"1573" 1 1 2 3 "Incidence" 21 80155
"1574" 2 1 2 3 "Incidence" 19 76574
"1575" 1 2 2 3 "Incidence" 7 18724
"1576" 2 2 2 3 "Incidence" 5 17298
"1577" 1 3 2 3 "Incidence" 5 16312
"1578" 2 3 2 3 "Incidence" 6 15357
"1579" 1 4 2 3 "Incidence" 8 13659
"1580" 2 4 2 3 "Incidence" 7 14010
"1581" 1 5 2 3 "Incidence" 6 6575
"1582" 2 5 2 3 "Incidence" 7 9017
"1583" 1 6 2 3 "Incidence" 4 2375
"1584" 2 6 2 3 "Incidence" 5 5010
"1585" 1 1 3 3 "Incidence" 20 78092
"1586" 2 1 3 3 "Incidence" 19 74678
"1587" 1 2 3 3 "Incidence" 5 19126
"1588" 2 2 3 3 "Incidence" 6 17797
"1589" 1 3 3 3 "Incidence" 8 16091
"1590" 2 3 3 3 "Incidence" 5 15209
"1591" 1 4 3 3 "Incidence" 6 14300
"1592" 2 4 3 3 "Incidence" 5 14489
"1593" 1 5 3 3 "Incidence" 9 7288
"1594" 2 5 3 3 "Incidence" 6 9729
"1595" 1 6 3 3 "Incidence" 5 2542
"1596" 2 6 3 3 "Incidence" 4 5424
"1597" 1 1 4 3 "Incidence" 20 76029
"1598" 2 1 4 3 "Incidence" 17 72782
"1599" 1 2 4 3 "Incidence" 4 19528
"1600" 2 2 4 3 "Incidence" 5 18296
"1601" 1 3 4 3 "Incidence" 6 15870
"1602" 2 3 4 3 "Incidence" 5 15061
"1603" 1 4 4 3 "Incidence" 6 14941
"1604" 2 4 4 3 "Incidence" 6 14968
"1605" 1 5 4 3 "Incidence" 7 8001
"1606" 2 5 4 3 "Incidence" 5 10441
"1607" 1 6 4 3 "Incidence" 4 2709
"1608" 2 6 4 3 "Incidence" 5 5838
"1609" 1 1 5 3 "Incidence" 18 73919
"1610" 2 1 5 3 "Incidence" 17 70651
"1611" 1 2 5 3 "Incidence" 5 20081
"1612" 2 2 5 3 "Incidence" 4 19026
"1613" 1 3 5 3 "Incidence" 4 16427
"1614" 2 3 5 3 "Incidence" 6 15557
"1615" 1 4 5 3 "Incidence" 6 14795
"1616" 2 4 5 3 "Incidence" 6 14790
"1617" 1 5 5 3 "Incidence" 5 8784
"1618" 2 5 5 3 "Incidence" 5 11229
"1619" 1 6 5 3 "Incidence" 5 2976
"1620" 2 6 5 3 "Incidence" 4 6288
"1621" 1 1 6 3 "Incidence" 18 71771
"1622" 2 1 6 3 "Incidence" 17 68467
"1623" 1 2 6 3 "Incidence" 6 20691
"1624" 2 2 6 3 "Incidence" 5 19852
"1625" 1 3 6 3 "Incidence" 4 17239
"1626" 2 3 6 3 "Incidence" 5 16285
"1627" 1 4 6 3 "Incidence" 8 14381
"1628" 2 4 6 3 "Incidence" 6 14390
"1629" 1 5 6 3 "Incidence" 5 9570
"1630" 2 5 6 3 "Incidence" 9 12047
"1631" 1 6 6 3 "Incidence" 6 3276
"1632" 2 6 6 3 "Incidence" 5 6760
"1633" 1 1 7 3 "Incidence" 18 70099
"1634" 2 1 7 3 "Incidence" 18 66717
"1635" 1 2 7 3 "Incidence" 4 21403
"1636" 2 2 7 3 "Incidence" 4 20718
"1637" 1 3 7 3 "Incidence" 5 17994
"1638" 2 3 7 3 "Incidence" 7 16972
"1639" 1 4 7 3 "Incidence" 7 14058
"1640" 2 4 7 3 "Incidence" 6 14106
"1641" 1 5 7 3 "Incidence" 9 10312
"1642" 2 5 7 3 "Incidence" 8 12764
"1643" 1 6 7 3 "Incidence" 5 3616
"1644" 2 6 7 3 "Incidence" 4 7292
"1645" 1 1 8 3 "Incidence" 17 69802
"1646" 2 1 8 3 "Incidence" 17 66353
"1647" 1 2 8 3 "Incidence" 7 22419
"1648" 2 2 8 3 "Incidence" 5 21777
"1649" 1 3 8 3 "Incidence" 8 18541
"1650" 2 3 8 3 "Incidence" 5 17561
"1651" 1 4 8 3 "Incidence" 6 13982
"1652" 2 4 8 3 "Incidence" 6 14143
"1653" 1 5 8 3 "Incidence" 9 10850
"1654" 2 5 8 3 "Incidence" 7 13187
"1655" 1 6 8 3 "Incidence" 4 4071
"1656" 2 6 8 3 "Incidence" 5 8007
"1657" 1 1 9 3 "Incidence" NA 69505
"1658" 2 1 9 3 "Incidence" NA 65989
"1659" 1 2 9 3 "Incidence" NA 23435
"1660" 2 2 9 3 "Incidence" NA 22836
"1661" 1 3 9 3 "Incidence" NA 19088
"1662" 2 3 9 3 "Incidence" NA 18150
"1663" 1 4 9 3 "Incidence" NA 13906
"1664" 2 4 9 3 "Incidence" NA 14180
"1665" 1 5 9 3 "Incidence" NA 11388
"1666" 2 5 9 3 "Incidence" NA 13610
"1667" 1 6 9 3 "Incidence" NA 4526
"1668" 2 6 9 3 "Incidence" NA 8722
"1669" 1 1 10 3 "Incidence" NA 69368
"1670" 2 1 10 3 "Incidence" NA 65838
"1671" 1 2 10 3 "Incidence" NA 24031
"1672" 2 2 10 3 "Incidence" NA 23309
"1673" 1 3 10 3 "Incidence" NA 19635
"1674" 2 3 10 3 "Incidence" NA 18897
"1675" 1 4 10 3 "Incidence" NA 14497
"1676" 2 4 10 3 "Incidence" NA 14728
"1677" 1 5 10 3 "Incidence" NA 11324
"1678" 2 5 10 3 "Incidence" NA 13498
"1679" 1 6 10 3 "Incidence" NA 4955
"1680" 2 6 10 3 "Incidence" NA 9359
"1681" 1 1 1 4 "Incidence" 19 112658
"1682" 2 1 1 4 "Incidence" 20 105807
"1683" 1 2 1 4 "Incidence" 5 25340
"1684" 2 2 1 4 "Incidence" 6 23173
"1685" 1 3 1 4 "Incidence" 8 22502
"1686" 2 3 1 4 "Incidence" 5 21756
"1687" 1 4 1 4 "Incidence" 7 17819
"1688" 2 4 1 4 "Incidence" 8 18880
"1689" 1 5 1 4 "Incidence" 5 8607
"1690" 2 5 1 4 "Incidence" 6 12526
"1691" 1 6 1 4 "Incidence" 4 3029
"1692" 2 6 1 4 "Incidence" 4 6201
"1693" 1 1 2 4 "Incidence" 17 108908
"1694" 2 1 2 4 "Incidence" 16 102483
"1695" 1 2 2 4 "Incidence" 12 26401
"1696" 2 2 2 4 "Incidence" 4 24066
"1697" 1 3 2 4 "Incidence" 5 21810
"1698" 2 3 2 4 "Incidence" 6 21002
"1699" 1 4 2 4 "Incidence" 10 18881
"1700" 2 4 2 4 "Incidence" 5 19828
"1701" 1 5 2 4 "Incidence" 6 9072
"1702" 2 5 2 4 "Incidence" 8 12972
"1703" 1 6 2 4 "Incidence" 5 3376
"1704" 2 6 2 4 "Incidence" 6 6897
"1705" 1 1 3 4 "Incidence" 20 105203
"1706" 2 1 3 4 "Incidence" 20 99075
"1707" 1 2 3 4 "Incidence" 7 26744
"1708" 2 2 3 4 "Incidence" 4 24433
"1709" 1 3 3 4 "Incidence" 6 21621
"1710" 2 3 3 4 "Incidence" 7 20668
"1711" 1 4 3 4 "Incidence" 11 19441
"1712" 2 4 3 4 "Incidence" 7 20464
"1713" 1 5 3 4 "Incidence" 7 10058
"1714" 2 5 3 4 "Incidence" 5 13770
